Bus_name,Bus_type,Start_time,End_time,Total_duration,Price,Seats_Available,Ratings,Route_name,Route_link
RSRTC - 188046,Express Non AC Seater 2+3,17:45,21:30,03h 45m,211.0,42 Seats available,3.7,Beawar (Rajasthan) to Jaipur (Rajasthan),https://www.redbus.in/bus-tickets/beawer-to-jaipur
RSRTC - 167049,Express Non AC Seater 2+3,17:55,21:50,03h 55m,211.0,42 Seats available,3.7,Beawar (Rajasthan) to Jaipur (Rajasthan),https://www.redbus.in/bus-tickets/beawer-to-jaipur
RSRTC - 169078,NON AC Seater / Sleeper 2+1,18:15,22:45,04h 30m,282.0,37 Seats available,3.7,Beawar (Rajasthan) to Jaipur (Rajasthan),https://www.redbus.in/bus-tickets/beawer-to-jaipur
RSRTC - 189837,NON AC Seater / Sleeper 2+1,18:35,23:30,04h 55m,282.0,37 Seats available,3.7,Beawar (Rajasthan) to Jaipur (Rajasthan),https://www.redbus.in/bus-tickets/beawer-to-jaipur
RSRTC - 194178,Super Luxury Volvo AC Seater Pushback 2+2,19:30,23:00,03h 30m,424.0,6 Seats available,"4.3
5",Beawar (Rajasthan) to Jaipur (Rajasthan),https://www.redbus.in/bus-tickets/beawer-to-jaipur
RSRTC - 188804,Express Non AC Seater 2+3,20:00,23:45,03h 45m,211.0,42 Seats available,3.7,Beawar (Rajasthan) to Jaipur (Rajasthan),https://www.redbus.in/bus-tickets/beawer-to-jaipur
RSRTC - 160785,Super Luxury Volvo AC Seater Pushback 2+2,20:30,23:45,03h 15m,424.0,21 Seats available,"2.8
11",Beawar (Rajasthan) to Jaipur (Rajasthan),https://www.redbus.in/bus-tickets/beawer-to-jaipur
RSRTC - 190584,Express Non AC Seater 2+3,20:50,01:10,04h 20m,211.0,42 Seats available,3.7,Beawar (Rajasthan) to Jaipur (Rajasthan),https://www.redbus.in/bus-tickets/beawer-to-jaipur
RSRTC - 172923,Express Non AC Seater 2+3,21:15,01:30,04h 15m,211.0,42 Seats available,3.7,Beawar (Rajasthan) to Jaipur (Rajasthan),https://www.redbus.in/bus-tickets/beawer-to-jaipur
RSRTC - 190951,Express Non AC Seater 2+3,21:20,01:30,04h 10m,211.0,42 Seats available,3.7,Beawar (Rajasthan) to Jaipur (Rajasthan),https://www.redbus.in/bus-tickets/beawer-to-jaipur
RSRTC - 163969,Express Non AC Seater 2+3,22:30,02:15,03h 45m,211.0,42 Seats available,3.7,Beawar (Rajasthan) to Jaipur (Rajasthan),https://www.redbus.in/bus-tickets/beawer-to-jaipur
RSRTC - 195766,Express Non AC Seater 2+3,22:45,03:00,04h 15m,211.0,42 Seats available,3.7,Beawar (Rajasthan) to Jaipur (Rajasthan),https://www.redbus.in/bus-tickets/beawer-to-jaipur
RSRTC - 176394,Super Luxury Volvo AC Seater Pushback 2+2,22:45,02:15,03h 30m,424.0,29 Seats available,"3.5
7",Beawar (Rajasthan) to Jaipur (Rajasthan),https://www.redbus.in/bus-tickets/beawer-to-jaipur
Jain travels regd,A/C Seater / Sleeper (2+1),17:20,20:45,03h 25m,300.0,39 Seats available,"3.7
4",Beawar (Rajasthan) to Jaipur (Rajasthan),https://www.redbus.in/bus-tickets/beawer-to-jaipur
Jain travels regd,NON AC Seater / Sleeper 2+1,17:36,21:25,03h 49m,350.0,10 Seats available,3.8,Beawar (Rajasthan) to Jaipur (Rajasthan),https://www.redbus.in/bus-tickets/beawer-to-jaipur
Chanakya Travels Agency,A/C Seater / Sleeper (2+1),18:15,22:30,04h 15m,600.0,24 Seats available,3.7,Beawar (Rajasthan) to Jaipur (Rajasthan),https://www.redbus.in/bus-tickets/beawer-to-jaipur
Jain travels regd,NON AC Seater / Sleeper 2+1,19:30,23:00,03h 30m,350.0,23 Seats available,3.8,Beawar (Rajasthan) to Jaipur (Rajasthan),https://www.redbus.in/bus-tickets/beawer-to-jaipur
Devraj Travels,Bharat Benz A/C Seater /Sleeper (2+1),21:20,23:59,02h 39m,500.0,32 Seats available,"3.9
4",Beawar (Rajasthan) to Jaipur (Rajasthan),https://www.redbus.in/bus-tickets/beawer-to-jaipur
RSRTC - 197538,Express Non AC Seater 2+3,17:15,00:15,07h 00m,294.0,41 Seats available,4.0,Udaipur to Jodhpur,https://www.redbus.in/bus-tickets/udaipur-to-jodhpur
RSRTC - 193271,Express Non AC Seater 2+3,19:30,02:00,06h 30m,294.0,38 Seats available,"4.7
6",Udaipur to Jodhpur,https://www.redbus.in/bus-tickets/udaipur-to-jodhpur
M R Travels,Volvo Multi-Axle I-Shift B11R Semi Sleeper (2+2),17:10,21:55,04h 45m,561.0,22 Seats available,"4.5
507",Udaipur to Jodhpur,https://www.redbus.in/bus-tickets/udaipur-to-jodhpur
Jain travels regd,A/C Seater / Sleeper (2+1),21:30,04:30,07h 00m,460.0,32 Seats available,"4.2
252",Udaipur to Jodhpur,https://www.redbus.in/bus-tickets/udaipur-to-jodhpur
Raj Travel,A/C Sleeper (2+1),22:30,05:30,07h 00m,550.0,23 Seats available,"4.3
144",Udaipur to Jodhpur,https://www.redbus.in/bus-tickets/udaipur-to-jodhpur
AdKalpana Travels,NON AC Seater / Sleeper 2+1,22:00,04:54,06h 54m,300.0,29 Seats available,"4.0
120",Udaipur to Jodhpur,https://www.redbus.in/bus-tickets/udaipur-to-jodhpur
Jakhar Travels,A/C Seater / Sleeper (2+1),22:00,04:30,06h 30m,457.0,14 Seats available,"4.0
221",Udaipur to Jodhpur,https://www.redbus.in/bus-tickets/udaipur-to-jodhpur
Jain travels regd,NON AC Seater / Sleeper 2+1,22:00,04:00,06h 00m,350.0,41 Seats available,"3.8
70",Udaipur to Jodhpur,https://www.redbus.in/bus-tickets/udaipur-to-jodhpur
Gajraj Travels,A/C Sleeper (2+1),22:30,05:00,06h 30m,600.0,22 Seats available,"4.9
13",Udaipur to Jodhpur,https://www.redbus.in/bus-tickets/udaipur-to-jodhpur
Jain travels regd,NON AC Seater / Sleeper 2+1,22:15,04:30,06h 15m,360.0,34 Seats available,"3.2
25",Udaipur to Jodhpur,https://www.redbus.in/bus-tickets/udaipur-to-jodhpur
Rishabh Travels Milan,A/C Seater / Sleeper (2+1),21:00,02:15,05h 15m,650.0,15 Seats available,"3.3
15",Udaipur to Jodhpur,https://www.redbus.in/bus-tickets/udaipur-to-jodhpur
Shrinath travel agency,AC Sleeper (2+1),22:00,03:30,05h 30m,550.0,32 Seats available,"3.2
12",Udaipur to Jodhpur,https://www.redbus.in/bus-tickets/udaipur-to-jodhpur
RSRTC - 157451,Super Luxury Volvo AC Seater Pushback 2+2,17:30,23:45,06h 15m,740.0,16 Seats available,"3.4
30",Jaipur (Rajasthan) to Jodhpur,https://www.redbus.in/bus-tickets/jaipur-to-jodhpur
RSRTC - 189582,NON AC Seater / Sleeper 2+1,20:01,03:30,07h 29m,448.0,15 Seats available,3.4,Jaipur (Rajasthan) to Jodhpur,https://www.redbus.in/bus-tickets/jaipur-to-jodhpur
RSRTC - 190961,NON AC Seater / Sleeper 2+1,20:40,04:40,08h 00m,448.0,37 Seats available,"4.4
13",Jaipur (Rajasthan) to Jodhpur,https://www.redbus.in/bus-tickets/jaipur-to-jodhpur
,,,,,,,,Jaipur (Rajasthan) to Jodhpur,https://www.redbus.in/bus-tickets/jaipur-to-jodhpur
,,,,,,,,Jaipur (Rajasthan) to Jodhpur,https://www.redbus.in/bus-tickets/jaipur-to-jodhpur
,,,,,,,,Jaipur (Rajasthan) to Jodhpur,https://www.redbus.in/bus-tickets/jaipur-to-jodhpur
,,,,,,,,Jaipur (Rajasthan) to Jodhpur,https://www.redbus.in/bus-tickets/jaipur-to-jodhpur
,,,,,,,,Jaipur (Rajasthan) to Jodhpur,https://www.redbus.in/bus-tickets/jaipur-to-jodhpur
,,,,,,,,Jaipur (Rajasthan) to Jodhpur,https://www.redbus.in/bus-tickets/jaipur-to-jodhpur
,,,,,,,,Jaipur (Rajasthan) to Jodhpur,https://www.redbus.in/bus-tickets/jaipur-to-jodhpur
RSRTC - 135861,Express Non AC Seater 2+3,17:20,19:50,02h 30m,129.0,46 Seats available,4.0,Sikar to Jaipur (Rajasthan),https://www.redbus.in/bus-tickets/sikar-to-jaipur
RSRTC - 160960,Express Non AC Seater 2+3,17:20,19:45,02h 25m,129.0,42 Seats available,4.0,Sikar to Jaipur (Rajasthan),https://www.redbus.in/bus-tickets/sikar-to-jaipur
RSRTC - 195196,,17:30,19:15,01h 45m,228.0,,3.3,Sikar to Jaipur (Rajasthan),https://www.redbus.in/bus-tickets/sikar-to-jaipur
,,,,,,,,Sikar to Jaipur (Rajasthan),https://www.redbus.in/bus-tickets/sikar-to-jaipur
,,,,,,,,Sikar to Jaipur (Rajasthan),https://www.redbus.in/bus-tickets/sikar-to-jaipur
,,,,,,,,Sikar to Jaipur (Rajasthan),https://www.redbus.in/bus-tickets/sikar-to-jaipur
,,,,,,,,Sikar to Jaipur (Rajasthan),https://www.redbus.in/bus-tickets/sikar-to-jaipur
,,,,,,,,Sikar to Jaipur (Rajasthan),https://www.redbus.in/bus-tickets/sikar-to-jaipur
,,,,,,,,Sikar to Jaipur (Rajasthan),https://www.redbus.in/bus-tickets/sikar-to-jaipur
,,,,,,,,Sikar to Jaipur (Rajasthan),https://www.redbus.in/bus-tickets/sikar-to-jaipur
Vijay Tour and Travels,Bharat Benz A/C Seater /Sleeper (2+1),18:00,22:40,04h 40m,404.0,18 Seats available,"4.1
280",Kota(Rajasthan) to Jaipur (Rajasthan),https://www.redbus.in/bus-tickets/kota-rajasthan-to-jaipur
Jakhar Travels,A/C Seater / Sleeper (2+1),23:59,06:00,06h 01m,300.0,17 Seats available,"4.2
146",Kota(Rajasthan) to Jaipur (Rajasthan),https://www.redbus.in/bus-tickets/kota-rajasthan-to-jaipur
Mahalaxmi Travels,Bharat Benz A/C Seater /Sleeper (2+1),17:00,22:15,05h 15m,439.0,16 Seats available,"4.0
285",Kota(Rajasthan) to Jaipur (Rajasthan),https://www.redbus.in/bus-tickets/kota-rajasthan-to-jaipur
Jakhar Travels,NON A/C Seater/ Sleeper (2+1),23:00,05:15,06h 15m,250.0,13 Seats available,"3.6
70",Kota(Rajasthan) to Jaipur (Rajasthan),https://www.redbus.in/bus-tickets/kota-rajasthan-to-jaipur
,,,,,,,,Kota(Rajasthan) to Jaipur (Rajasthan),https://www.redbus.in/bus-tickets/kota-rajasthan-to-jaipur
RSRTC - 195350,Express Non AC Seater 2+3,18:40,00:00,05h 20m,369.0,42 Seats available,3.5,Jaipur (Rajasthan) to Aligarh (uttar pradesh),https://www.redbus.in/bus-tickets/jaipur-to-aligarh-uttar-pradesh
RSRTC - 177697,Express Non AC Seater 2+3,20:50,04:50,08h 00m,369.0,42 Seats available,3.5,Jaipur (Rajasthan) to Aligarh (uttar pradesh),https://www.redbus.in/bus-tickets/jaipur-to-aligarh-uttar-pradesh
RSRTC - 190202,Express Non AC Seater 2+3,21:50,05:00,07h 10m,369.0,42 Seats available,"3.5
20",Jaipur (Rajasthan) to Aligarh (uttar pradesh),https://www.redbus.in/bus-tickets/jaipur-to-aligarh-uttar-pradesh
,,,,,,,,Jaipur (Rajasthan) to Aligarh (uttar pradesh),https://www.redbus.in/bus-tickets/jaipur-to-aligarh-uttar-pradesh
,,,,,,,,Jaipur (Rajasthan) to Aligarh (uttar pradesh),https://www.redbus.in/bus-tickets/jaipur-to-aligarh-uttar-pradesh
,,,,,,,,Jaipur (Rajasthan) to Aligarh (uttar pradesh),https://www.redbus.in/bus-tickets/jaipur-to-aligarh-uttar-pradesh
,,,,,,,,Jaipur (Rajasthan) to Aligarh (uttar pradesh),https://www.redbus.in/bus-tickets/jaipur-to-aligarh-uttar-pradesh
,,,,,,,,Jaipur (Rajasthan) to Aligarh (uttar pradesh),https://www.redbus.in/bus-tickets/jaipur-to-aligarh-uttar-pradesh
,,,,,,,,Jaipur (Rajasthan) to Aligarh (uttar pradesh),https://www.redbus.in/bus-tickets/jaipur-to-aligarh-uttar-pradesh
,,,,,,,,Jaipur (Rajasthan) to Aligarh (uttar pradesh),https://www.redbus.in/bus-tickets/jaipur-to-aligarh-uttar-pradesh
RSRTC - 190270,Express Non AC Seater 2+3,17:20,19:30,02h 10m,120.0,42 Seats available,3.6,Kishangarh to Jaipur (Rajasthan),https://www.redbus.in/bus-tickets/kishangarh-to-jaipur
RSRTC - 194408,Express Non AC Seater 2+3,17:45,20:00,02h 15m,120.0,42 Seats available,3.6,Kishangarh to Jaipur (Rajasthan),https://www.redbus.in/bus-tickets/kishangarh-to-jaipur
RSRTC - 157466,,18:40,21:45,03h 05m,120.0,,3.6,Kishangarh to Jaipur (Rajasthan),https://www.redbus.in/bus-tickets/kishangarh-to-jaipur
,,,,,,,,Kishangarh to Jaipur (Rajasthan),https://www.redbus.in/bus-tickets/kishangarh-to-jaipur
,,,,,,,,Kishangarh to Jaipur (Rajasthan),https://www.redbus.in/bus-tickets/kishangarh-to-jaipur
,,,,,,,,Kishangarh to Jaipur (Rajasthan),https://www.redbus.in/bus-tickets/kishangarh-to-jaipur
,,,,,,,,Kishangarh to Jaipur (Rajasthan),https://www.redbus.in/bus-tickets/kishangarh-to-jaipur
,,,,,,,,Kishangarh to Jaipur (Rajasthan),https://www.redbus.in/bus-tickets/kishangarh-to-jaipur
,,,,,,,,Kishangarh to Jaipur (Rajasthan),https://www.redbus.in/bus-tickets/kishangarh-to-jaipur
,,,,,,,,Kishangarh to Jaipur (Rajasthan),https://www.redbus.in/bus-tickets/kishangarh-to-jaipur
RSRTC - 160785,Super Luxury Volvo AC Seater Pushback 2+2,17:30,20:15,02h 45m,339.0,37 Seats available,"4.2
23",Jodhpur to Beawar (Rajasthan),https://www.redbus.in/bus-tickets/jodhpur-to-beawer
RSRTC - 190951,Express Non AC Seater 2+3,18:00,21:15,03h 15m,167.0,42 Seats available,4.0,Jodhpur to Beawar (Rajasthan),https://www.redbus.in/bus-tickets/jodhpur-to-beawer
RSRTC - 193481,Express Non AC Seater 2+3,18:30,21:30,03h 00m,167.0,42 Seats available,4.0,Jodhpur to Beawar (Rajasthan),https://www.redbus.in/bus-tickets/jodhpur-to-beawer
,,,,,,,,Jodhpur to Beawar (Rajasthan),https://www.redbus.in/bus-tickets/jodhpur-to-beawer
,,,,,,,,Jodhpur to Beawar (Rajasthan),https://www.redbus.in/bus-tickets/jodhpur-to-beawer
,,,,,,,,Jodhpur to Beawar (Rajasthan),https://www.redbus.in/bus-tickets/jodhpur-to-beawer
,,,,,,,,Jodhpur to Beawar (Rajasthan),https://www.redbus.in/bus-tickets/jodhpur-to-beawer
,,,,,,,,Jodhpur to Beawar (Rajasthan),https://www.redbus.in/bus-tickets/jodhpur-to-beawer
,,,,,,,,Jodhpur to Beawar (Rajasthan),https://www.redbus.in/bus-tickets/jodhpur-to-beawer
,,,,,,,,Jodhpur to Beawar (Rajasthan),https://www.redbus.in/bus-tickets/jodhpur-to-beawer
RSRTC - 193271,Express Non AC Seater 2+3,19:30,00:15,04h 45m,212.0,34 Seats available,4.1,Udaipur to Pali (Rajasthan),https://www.redbus.in/bus-tickets/udaipur-to-pali-rajasthan
RSRTC - 189622,Express Non AC Seater 2+3,22:00,02:25,04h 25m,212.0,42 Seats available,4.1,Udaipur to Pali (Rajasthan),https://www.redbus.in/bus-tickets/udaipur-to-pali-rajasthan
Shree Devnarayan Travels,Bharat Benz A/C Seater (2+1),17:00,20:35,03h 35m,550.0,2 Seats available,"4.5
7",Udaipur to Pali (Rajasthan),https://www.redbus.in/bus-tickets/udaipur-to-pali-rajasthan
,,,,,,,,Udaipur to Pali (Rajasthan),https://www.redbus.in/bus-tickets/udaipur-to-pali-rajasthan
,,,,,,,,Udaipur to Pali (Rajasthan),https://www.redbus.in/bus-tickets/udaipur-to-pali-rajasthan
,,,,,,,,Udaipur to Pali (Rajasthan),https://www.redbus.in/bus-tickets/udaipur-to-pali-rajasthan
,,,,,,,,Udaipur to Pali (Rajasthan),https://www.redbus.in/bus-tickets/udaipur-to-pali-rajasthan
RSRTC - 194515,Super Luxury Volvo AC Seater Pushback 2+2,17:26,22:30,05h 04m,453.0,31 Seats available,"3.8
23",Jaipur (Rajasthan) to Kota(Rajasthan),https://www.redbus.in/bus-tickets/jaipur-to-kota-rajasthan
RSRTC - 194689,Express Non AC Seater 2+3,19:00,00:30,05h 30m,265.0,39 Seats available,3.4,Jaipur (Rajasthan) to Kota(Rajasthan),https://www.redbus.in/bus-tickets/jaipur-to-kota-rajasthan
RSRTC - 194683,Express Non AC Seater 2+3,21:30,03:15,05h 45m,265.0,41 Seats available,3.4,Jaipur (Rajasthan) to Kota(Rajasthan),https://www.redbus.in/bus-tickets/jaipur-to-kota-rajasthan
,,,,,,,,Jaipur (Rajasthan) to Kota(Rajasthan),https://www.redbus.in/bus-tickets/jaipur-to-kota-rajasthan
,,,,,,,,Jaipur (Rajasthan) to Kota(Rajasthan),https://www.redbus.in/bus-tickets/jaipur-to-kota-rajasthan
,,,,,,,,Jaipur (Rajasthan) to Kota(Rajasthan),https://www.redbus.in/bus-tickets/jaipur-to-kota-rajasthan
,,,,,,,,Jaipur (Rajasthan) to Kota(Rajasthan),https://www.redbus.in/bus-tickets/jaipur-to-kota-rajasthan
,,,,,,,,Jaipur (Rajasthan) to Kota(Rajasthan),https://www.redbus.in/bus-tickets/jaipur-to-kota-rajasthan
,,,,,,,,Jaipur (Rajasthan) to Kota(Rajasthan),https://www.redbus.in/bus-tickets/jaipur-to-kota-rajasthan
UPSRTC - KSN0275,Ordinary Non AC Seater 2+3,21:20,01:54,04h 34m,226.0,52 Seats available,3.3,Jaipur (Rajasthan) to Bharatpur,https://www.redbus.in/bus-tickets/jaipur-to-bharatpur
Shree Baba Travels,A/C Seater / Sleeper (2+1),21:00,01:00,04h 00m,800.0,40 Seats available,1.7,Jaipur (Rajasthan) to Bharatpur,https://www.redbus.in/bus-tickets/jaipur-to-bharatpur
Bhagwati Travel Agency,AC Sleeper (2+1),16:20,20:00,03h 40m,990.0,36 Seats available,3.5,Jaipur (Rajasthan) to Bharatpur,https://www.redbus.in/bus-tickets/jaipur-to-bharatpur
Anshi Raj Shree Travels,Bharat Benz A/C Seater /Sleeper (2+1),16:25,19:30,03h 05m,416.0,20 Seats available,"4.4
8",Jaipur (Rajasthan) to Bharatpur,https://www.redbus.in/bus-tickets/jaipur-to-bharatpur
Sethi Yatra Company,A/C Seater/Sleeper (2+1),16:40,20:30,03h 50m,463.0,16 Seats available,3.9,Jaipur (Rajasthan) to Bharatpur,https://www.redbus.in/bus-tickets/jaipur-to-bharatpur
Tiwari Travels,A/C Sleeper (2+1),17:00,21:00,04h 00m,4000.0,36 Seats available,3.5,Jaipur (Rajasthan) to Bharatpur,https://www.redbus.in/bus-tickets/jaipur-to-bharatpur
Shree Raj Akanshi travels,Bharat Benz A/C Seater /Sleeper (2+1),18:15,21:55,03h 40m,699.0,23 Seats available,3.8,Jaipur (Rajasthan) to Bharatpur,https://www.redbus.in/bus-tickets/jaipur-to-bharatpur
GAYATRI RAO TRAVELS,A/C Seater / Sleeper (2+1),21:50,01:00,03h 10m,450.0,34 Seats available,New,Jaipur (Rajasthan) to Bharatpur,https://www.redbus.in/bus-tickets/jaipur-to-bharatpur
Sawariya Bus And Cargo,A/C Sleeper (2+1),17:15,23:30,06h 15m,759.0,40 Seats available,3.2,Jaipur (Rajasthan) to Bharatpur,https://www.redbus.in/bus-tickets/jaipur-to-bharatpur
Shri mahavir tour and travels,AC Sleeper (2+1),17:15,21:35,04h 20m,1300.0,32 Seats available,4.2,Jaipur (Rajasthan) to Bharatpur,https://www.redbus.in/bus-tickets/jaipur-to-bharatpur
RSRTC - 175161,Express Non AC Seater 2+3,18:15,00:00,05h 45m,270.0,42 Seats available,3.5,Jaipur (Rajasthan) to Mathura,https://www.redbus.in/bus-tickets/jaipur-to-mathura
RSRTC - 178227,Express Non AC Seater 2+3,19:50,01:20,05h 30m,269.0,42 Seats available,3.5,Jaipur (Rajasthan) to Mathura,https://www.redbus.in/bus-tickets/jaipur-to-mathura
RSRTC - 177697,Express Non AC Seater 2+3,20:50,02:30,05h 40m,269.0,42 Seats available,3.5,Jaipur (Rajasthan) to Mathura,https://www.redbus.in/bus-tickets/jaipur-to-mathura
RSRTC - 183063,Express Non AC Seater 2+3,22:20,03:20,05h 00m,270.0,30 Seats available,"3.8
11",Jaipur (Rajasthan) to Mathura,https://www.redbus.in/bus-tickets/jaipur-to-mathura
RSRTC - 190180,Express Non AC Seater 2+3,22:50,03:30,04h 40m,268.0,42 Seats available,"2.7
11",Jaipur (Rajasthan) to Mathura,https://www.redbus.in/bus-tickets/jaipur-to-mathura
UPSRTC - KSN0275,Ordinary Non AC Seater 2+3,21:20,02:30,05h 10m,289.0,52 Seats available,3.3,Jaipur (Rajasthan) to Mathura,https://www.redbus.in/bus-tickets/jaipur-to-mathura
Mahalaxmi Travels,Bharat Benz A/C Seater /Sleeper (2+1),21:00,02:30,05h 30m,499.0,16 Seats available,"3.5
33",Jaipur (Rajasthan) to Mathura,https://www.redbus.in/bus-tickets/jaipur-to-mathura
Rinku Travels,A/C Seater / Sleeper (2+1),21:15,02:55,05h 40m,400.0,17 Seats available,"4.3
10",Jaipur (Rajasthan) to Mathura,https://www.redbus.in/bus-tickets/jaipur-to-mathura
Bhagwati Travel Agency,A/C Seater / Sleeper (2+1),22:30,04:45,06h 15m,449.0,9 Seats available,"3.2
13",Jaipur (Rajasthan) to Mathura,https://www.redbus.in/bus-tickets/jaipur-to-mathura
Rinku Travels,NON AC Seater / Sleeper 2+1,19:00,00:59,05h 59m,300.0,14 Seats available,"1.7
4",Jaipur (Rajasthan) to Mathura,https://www.redbus.in/bus-tickets/jaipur-to-mathura
janta shatabdi travels,Non A/C Seater / Sleeper (2+1),19:15,23:59,04h 44m,450.0,41 Seats available,"1.5
11",Jaipur (Rajasthan) to Mathura,https://www.redbus.in/bus-tickets/jaipur-to-mathura
Mansoori tour and travels,Non A/C Seater / Sleeper (2+1),20:00,00:40,04h 40m,665.0,40 Seats available,2.1,Jaipur (Rajasthan) to Mathura,https://www.redbus.in/bus-tickets/jaipur-to-mathura
Rinku Travels,NON AC Seater / Sleeper 2+1,20:00,01:50,05h 50m,300.0,27 Seats available,2.9,Jaipur (Rajasthan) to Mathura,https://www.redbus.in/bus-tickets/jaipur-to-mathura
SHAGUN CARGO & TRAVELS,NON A/C Seater/ Sleeper (2+1),20:15,02:00,05h 45m,540.0,21 Seats available,"1.6
5",Jaipur (Rajasthan) to Mathura,https://www.redbus.in/bus-tickets/jaipur-to-mathura
Rinku Travels,NON AC Seater / Sleeper 2+1,21:00,03:30,06h 30m,500.0,47 Seats available,2.9,Jaipur (Rajasthan) to Mathura,https://www.redbus.in/bus-tickets/jaipur-to-mathura
RSRTC - 194256,Express Non AC Seater 2+3,17:30,22:15,04h 45m,212.0,46 Seats available,3.7,Pali (Rajasthan) to Udaipur,https://www.redbus.in/bus-tickets/pali-to-udaipur
RSRTC - 191334,Express Non AC Seater 2+3,22:00,03:00,05h 00m,212.0,42 Seats available,3.7,Pali (Rajasthan) to Udaipur,https://www.redbus.in/bus-tickets/pali-to-udaipur
Jain travels regd,NON AC Seater / Sleeper 2+1,16:30,22:45,06h 15m,350.0,10 Seats available,3.9,Pali (Rajasthan) to Udaipur,https://www.redbus.in/bus-tickets/pali-to-udaipur
M R Travels,Volvo Multi-Axle I-Shift B11R Semi Sleeper (2+2),17:40,21:00,03h 20m,612.0,10 Seats available,"4.6
44",Pali (Rajasthan) to Udaipur,https://www.redbus.in/bus-tickets/pali-to-udaipur
Raj Travel (Laxmi Traveller),Bharat Benz A/C Seater (2+1),18:05,21:55,03h 50m,470.0,22 Seats available,4.1,Pali (Rajasthan) to Udaipur,https://www.redbus.in/bus-tickets/pali-to-udaipur
Shree Devnarayan Travels,Bharat Benz A/C Seater (2+1),18:10,21:40,03h 30m,550.0,20 Seats available,"3.0
15",Pali (Rajasthan) to Udaipur,https://www.redbus.in/bus-tickets/pali-to-udaipur
Hans Travels (I) Private Limited,A/C Sleeper (2+1),18:45,23:15,04h 30m,300.0,19 Seats available,3.3,Pali (Rajasthan) to Udaipur,https://www.redbus.in/bus-tickets/pali-to-udaipur
M R Travels,Volvo Multi Axle A/C Sleeper I-Shift B11R (2+1),18:45,22:45,04h 00m,663.0,36 Seats available,"4.9
16",Pali (Rajasthan) to Udaipur,https://www.redbus.in/bus-tickets/pali-to-udaipur
Ashok Travels,Non A/C Seater / Sleeper (2+1),21:30,02:30,05h 00m,360.0,40 Seats available,3.4,Pali (Rajasthan) to Udaipur,https://www.redbus.in/bus-tickets/pali-to-udaipur
Jain travels regd,A/C Seater / Sleeper (2+1),19:00,23:35,04h 35m,400.0,40 Seats available,"4.4
13",Pali (Rajasthan) to Udaipur,https://www.redbus.in/bus-tickets/pali-to-udaipur
Gajraj Travels,NON A/C Seater/ Sleeper (2+1),20:45,01:15,04h 30m,400.0,29 Seats available,4.5,Pali (Rajasthan) to Udaipur,https://www.redbus.in/bus-tickets/pali-to-udaipur
Jain travels regd,NON AC Seater / Sleeper 2+1,21:00,01:44,04h 44m,360.0,42 Seats available,3.9,Pali (Rajasthan) to Udaipur,https://www.redbus.in/bus-tickets/pali-to-udaipur
Gajraj Travels,Non A/C Seater / Sleeper (2+1),21:30,02:00,04h 30m,400.0,42 Seats available,4.5,Pali (Rajasthan) to Udaipur,https://www.redbus.in/bus-tickets/pali-to-udaipur
Jain travels regd,NON AC Seater / Sleeper 2+1,23:00,04:35,05h 35m,360.0,42 Seats available,3.9,Pali (Rajasthan) to Udaipur,https://www.redbus.in/bus-tickets/pali-to-udaipur
Tiger Travels,A/C Seater / Sleeper (2+1),23:10,04:00,04h 50m,650.0,36 Seats available,4.3,Pali (Rajasthan) to Udaipur,https://www.redbus.in/bus-tickets/pali-to-udaipur
